SINGH_NFE2L2_TARGETS,DepMap_ID
1569.24402103876,ACH-000166
1567.96819,ACH-000394
1565.4481521067598,ACH-000996
1564.013919,ACH-000939
1558.978745,ACH-000530
1555.5905841851902,ACH-000298
1545.2125701879002,ACH-000366
1537.245271,ACH-000287
1536.129257,ACH-000740
1533.22593961932,ACH-000123
1529.225968,ACH-000105
1514.058367,ACH-000147
1513.416732,ACH-001033
1509.63021524202,ACH-000020
1504.987778,ACH-000398
1503.0533459833405,ACH-000263
1501.4751976023902,ACH-000406
1484.504145,ACH-000799
1482.390069,ACH-000061
1481.48732,ACH-000602
1479.257681,ACH-000193
1472.4436504848002,ACH-000645
1465.74422650132,ACH-000754
1465.405679,ACH-000659
1456.111252,ACH-000343
1453.607901,ACH-001031
1444.78234578433,ACH-000059
1444.681343,ACH-000203
1438.0036101286998,ACH-000453
1437.2662982864,ACH-000548
1424.179738,ACH-000692
1418.600438,ACH-000334
1409.5778093600102,ACH-001212
1409.1098414095402,ACH-001485
1406.486867,ACH-001421
1406.31637204472,ACH-001050
1405.249648,ACH-001106
1403.45958683889,ACH-001400
1398.6525974786905,ACH-000192
1393.228216,ACH-001164
1390.4063876588098,ACH-001509
1387.516721,ACH-000204
1386.214278,ACH-000440
1374.348789,ACH-000823
1364.7019395272198,ACH-000594
1364.678491,ACH-000612
1361.188,ACH-000156
1357.846507,ACH-000136
1353.466172,ACH-001745
1344.517891,ACH-000874
1343.545853,ACH-000569
1328.147842,ACH-000509
1327.240023,ACH-000506
1322.52197072818,ACH-000656
1322.303198,ACH-000108
1321.182551,ACH-000772
1316.103595,ACH-000372
1315.257849,ACH-001119
1313.072888,ACH-000993
1304.2228468020098,ACH-000078
1295.989122,ACH-000254
1284.141067,ACH-000658
1281.151452,ACH-000462
1276.87447,ACH-001302
1267.444993,ACH-001192
1265.947973,ACH-001034
1264.696402,ACH-000367
1262.7680737323,ACH-000285
1253.7223744243402,ACH-000221
1244.101638,ACH-000830
1242.51526254729,ACH-000610
1235.9603545684402,ACH-000357
1235.152755,ACH-000140
1230.452968,ACH-000938
1223.6683642131402,ACH-000032
1215.226937,ACH-000341
1210.581546,ACH-001433
1205.752672,ACH-000525
1201.590336,ACH-000386
1200.865486,ACH-001030
1197.9155465989802,ACH-001354
1193.410781,ACH-000297
1190.031837,ACH-000051
1189.911214,ACH-001097
1175.735621,ACH-000151
1171.30457595161,ACH-001145
1160.4628228643198,ACH-001322
1150.691162,ACH-001283
1148.468222,ACH-000964
1144.325975,ACH-000703
1141.920988,ACH-001289
1139.954478,ACH-000122
1111.64484,ACH-000365
1111.220579,ACH-000515
1103.931998,ACH-001163
1103.12009142866,ACH-000187
1102.661548,ACH-000315
1099.76559146787,ACH-000104
1091.825925,ACH-000130
1089.881142,ACH-001392
1081.4852745455198,ACH-000044
1080.497506,ACH-000197
1074.720988,ACH-000124
1071.243501,ACH-000918
1070.676688,ACH-000312
1063.0892037108802,ACH-000890
1056.64975,ACH-000980
1056.169565,ACH-000206
1049.15069,ACH-000345
1048.547771,ACH-000960
1032.128147,ACH-000483
1004.685314,ACH-001367
1003.21908638014,ACH-000909
1002.353195,ACH-001099
995.2315549,ACH-000210
964.257833,ACH-000729
952.7895206324092,ACH-000877
945.1937835,ACH-000179
937.8180572,ACH-001193
934.9284634445488,ACH-000920
926.435389107526,ACH-000922
918.1780628,ACH-001321
906.2404847,ACH-000953
897.8674810995509,ACH-001068
893.4877587,ACH-001333
882.225585,ACH-000081
877.2342324,ACH-000115
875.7609283,ACH-000431
867.6633628163271,ACH-001059
856.1961777,ACH-001211
855.8434774,ACH-000695
850.1554888,ACH-001200
839.8503311,ACH-000099
819.5179963,ACH-000538
812.7097653,ACH-000399
799.2765951,ACH-000202
798.3443373,ACH-000095
790.7889979,ACH-001634
783.7251602,ACH-001750
768.2604947,ACH-000743
767.4278721,ACH-000974
754.4932367,ACH-001109
749.5892553,ACH-000100
740.2561205789431,ACH-000786
736.2408891,ACH-000795
718.9593797,ACH-000492
688.8005309556261,ACH-001134
672.5603666,ACH-001184
671.8850675,ACH-001132
641.4785314,ACH-001275
640.2060859,ACH-001100
628.1618044,ACH-000056
627.8926966,ACH-000636
624.6485555,ACH-000586
604.8615369,ACH-000712
584.6092911,ACH-001765
565.8884689,ACH-000866
539.5213422,ACH-000382
536.1952744,ACH-000995
527.5379774,ACH-000358
520.3533754,ACH-000559
502.313104,ACH-000803
491.5632349,ACH-001735
453.06028870423,ACH-000560
429.0773401,ACH-001677
406.4278333,ACH-000523
399.0191827,ACH-000101
385.8829528,ACH-000870
338.0679401,ACH-000780
327.6080152,ACH-001143
297.0565982,ACH-000937
282.6722344,ACH-000682
257.79713908067004,ACH-000990
219.35503061121003,ACH-000514
203.935697,ACH-001147
78.81514011,ACH-001959
27.98276061423889,ACH-000227
19.384438389525695,ACH-001711
-95.56128634,ACH-001022
-124.8082528,ACH-001197
-142.1461723,ACH-000942
-256.4123106,ACH-001751
-1179.054043,ACH-001366
